Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Image,Longitude,Lattitude,Region,Sub-Region,Territory,Info,Name en,Name fr,Name es,Name he,Name ar,Date estab,Hectare,CMS ID,Area A,Area B,Area C
Ma'ale Mikhmas,maale-mikhmas,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dee9748cef0abb6b77,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:16 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.30685,31.87934,ramallah,,West Bank,,,Ma'ale Mikhmas,Maalé Mihmash,מעלה מכמש,معالي مخماش,1981,27,687585dee9748cef0abb6b77,false,false,true
Ma'ale Rehav'am,maale-rehavam,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3fa734b3c8fa19ddd,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:16 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.25845,31.6489,bethlehem,,West Bank,,,Ma'ale Rehav'am,Maalé Rehavam,מעלה רחבעם,معالي رحبعام,2002,27,687585d3fa734b3c8fa19ddd,false,true,true
Ma'ale Shlomo,maale-shlomo,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d6a4d1fb268b90ede4,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:16 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.34413,31.94893,ramallah,,West Bank,,,Ma'ale Shlomo,Maalé Shlomo,מעלה שלמה,معالي شلومو,1999,3,687585d6a4d1fb268b90ede4,false,false,true
Ma'ale Shomeron,maale-shomeron,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d792ea4d2e4d24cd89,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:16 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.07057,32.16488,qalqilya,,West Bank,,,Ma'ale Shomeron,Maalé Shomrón,מעלה שומרון,معالي شومرون,1980,25,687585d792ea4d2e4d24cd89,false,false,true
Ma'ale Yisrael,maale-yisrael,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d2653c34cab386bfbb,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:16 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.1049,32.11558,salfit,,West Bank,,,Ma'ale Yisrael,Maalé Israel,מעלה ישראל,معالي يسرائيل,1997,5,687585d2653c34cab386bfbb,false,false,true
Ma'alot Dafna,maalot-dafna,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cfdea08a20f8c50043,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.22707,31.79722,east-jerusalem,,West Bank,,,Ma'alot Dafna,Maalot Dafná,מעלות דפנה,معالوت دافناه,1970,28,687585cfdea08a20f8c50043,false,false,false
Ma'on,maon,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d8db0f38412ba5bb82,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.16374,31.41208,hebron,,West Bank,,,Ma'on,Maon,מעון,معون,1981,22,687585d8db0f38412ba5bb82,false,false,true
Magen Dan,magen-dan,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d1a76b7bdf46f478f2,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.02111,32.11014,salfit,,West Bank,,,Magen Dan,Maguen Dan,מגן דן,ماجين دان,1999,3,687585d1a76b7bdf46f478f2,false,false,true
Maoz Zvi,maoz-zvi,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3e9bb616df82fbce1,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:57:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.165,32.42423,jenin,,West Bank,,,Maoz Zvi,Maoz Tvi,מעוז צבי,معوز تسفي,2001,7,687585d3e9bb616df82fbce1,false,false,true
Maskiyyot,maskiyyot,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585ddd77d33b0dfef5e28,false,false,Mon Jul 14 2025 22:34:05 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.50272,32.31739,tubas,,West Bank,,,Maskiyyot,Maskiyot,משכיות,مسكيوت,2002,4,687585ddd77d33b0dfef5e28,false,false,true
Massu'a,massua,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585da92ea4d2e4d24cecc,false,false,Mon Jul 14 2025 22:34:02 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.49232,32.10882,jericho,,West Bank,,,Massu'a,Masua,משואה,مسوآه,1970,40,687585da92ea4d2e4d24cecc,false,false,true
Mechora,mechora,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d87951a3a47cf989d7,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.42356,32.16501,nablus,,West Bank,,,Mechora,Mehora,מכורה,ميخورا,1973,14,687585d87951a3a47cf989d7,false,false,true
Mehola,mehola,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dbc581eb24a4b6f1f3,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.51551,32.36542,tubas,,West Bank,,,Mehola,Mehola,מחולה,محولا,1968,26,687585dbc581eb24a4b6f1f3,false,false,true
Mevo Dotan,mevo-dotan,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e07d9073c9b10bfa78,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.17457,32.42055,jenin,,West Bank,,,Mevo Dotan,Mevo Dotan,מבוא דותן,ميفو دوتان,1978,18,687585e07d9073c9b10bfa78,false,false,true
Mevo Horon,mevo-horon,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dc823dfd026b837e1f,false,false,Mon Jul 14 2025 22:34:04 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.03636,31.84791,ramallah,,West Bank,,,Mevo Horon,Mevo Horon,מבוא חורון,ميفو حورون,1970,55,687585dc823dfd026b837e1f,false,false,true
Mevo'ot Jericho,mevoot-jericho,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d479522b2a2a1d02a1,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.41688,31.90778,jericho,,West Bank,,,Mevo'ot Jericho,Mevoot Jericó,מבואות יריחו,مفوؤت يريحو,1999,22,687585d479522b2a2a1d02a1,false,false,true
Mezadot Yehuda,mezadot-yehuda,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d8e9748cef0abb6956,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11312,31.36363,hebron,,West Bank,,,Mezadot Yehuda,Metzadot Yehudá,מצדות יהודה,متسودوت يهودا,1983,29,687585d8e9748cef0abb6956,false,false,true
Migdal Oz,migdal-oz,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dadea08a20f8c50552,false,false,Mon Jul 14 2025 22:34:02 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.14327,31.63968,hebron,,West Bank,,,Migdal Oz,Migdal Oz,מגדל עוז,مجدال عوز,1977,18,687585dadea08a20f8c50552,false,false,false
Migdalim,migdalim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d9d4618619a0445229,false,false,Mon Jul 14 2025 22:34:01 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.3426,32.09043,nablus,,West Bank,,,Migdalim,Migdalim,מגדלים,مجداليم,1983,7,687585d9d4618619a0445229,false,false,true
Migron,migron,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d109ff7d6b96957def,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2716,31.89006,ramallah,,West Bank,,,Migron,Migrón,מגרון,مجرون,2002,4,687585d109ff7d6b96957def,false,false,true
Mishpatei Eretz,mishpatei-eretz,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d14f1eb2f8b41cca02,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2517,31.93944,ramallah,,West Bank,,,Mishpatei Eretz,Mishpatei Eretz,משפטי ארץ,مشباطيه آرتس,2004,0,687585d14f1eb2f8b41cca02,false,false,true
Mitzpe Danny,mitzpe-danny,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d31ff511d793a5e708,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.31497,31.87999,ramallah,,West Bank,,,Mitzpe Danny,Mitzpé Danny,מצפה דני,متسبيه داني,1999,14,687585d31ff511d793a5e708,false,false,true
Mitzpe Kramim,mitzpe-kramim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d65528e929a6136a77,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.3573,31.95745,ramallah,,West Bank,,,Mitzpe Kramim,Mitzpé Kramim,מצפה כרמים,متسبيه كرميم,2001,6,687585d65528e929a6136a77,false,false,true
Mitzpe Lachish,mitzpe-lachish,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d50b05f23bca5d9068,false,false,Mon Jul 14 2025 22:33:57 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:17 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.97046,31.49672,hebron,,West Bank,,,Mitzpe Lachish,Mitzpé Lahish,מצפה לכיש,متسبيه لكيش,2002,4,687585d50b05f23bca5d9068,false,false,true
Mitzpe Ro'i,mitzpe-roi,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d5a591f947ef7c51a7,false,false,Mon Jul 14 2025 22:33:57 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.23044,31.89592,ramallah,,West Bank,,,Mitzpe Ro'i,Mitzpé Roí,מצפה רועי,متسبيه روعي,2001,2,687585d5a591f947ef7c51a7,false,false,false
Mitzpe Yair,mitzpe-yair,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d4db0f38412ba5baae,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.13535,31.38381,hebron,,West Bank,,,Mitzpe Yair,Mitzpé Yair,מצפה יאיר,متسبيه يئير,1998,23,687585d4db0f38412ba5baae,false,false,true
Mitzpe Yeriho,mitzpe-yeriho,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585df92ea4d2e4d24d1e1,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.3948,31.81629,jericho,,West Bank,,,Mitzpe Yeriho,Mitzpé Yeriho,מצפה יריחו,متسبيه يريحو,1978,45,687585df92ea4d2e4d24d1e1,false,false,true
Mitzpe Yitzhar,mitzpe-yitzhar,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3cb0776f888b04a6b,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2495,32.15725,nablus,,West Bank,,,Mitzpe Yitzhar,Mitzpé Itzhar,מצפה יצהר,متسبيه يتسهار,2002,7,687585d3cb0776f888b04a6b,false,false,true
Mizpe Jericho North East,mizpe-jericho-north-east,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d47951a3a47cf9888f,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.40293,31.82363,jericho,,West Bank,,,Mizpe Jericho Nord-Est,Mizpé Jericó Noreste,מצפה יריחו צפון מזרח,متسبيه يريحو شمال شرق,2001,4,687585d47951a3a47cf9888f,false,false,true
Mizpe Shalem,mizpe-shalem,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dc92ea4d2e4d24d032,false,false,Mon Jul 14 2025 22:34:04 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.40073,31.56928,bethlehem,,West Bank,,,Mizpe Shalem,Mitzpé Shalem,מצפה שלם,متسبيه شالم,1971,9,687585dc92ea4d2e4d24d032,false,false,true
Modi'in Illit,modiin-illit,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e0a76b7bdf46f48153,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.04198,31.93206,ramallah,,West Bank,,,Modi'in Illit,Modiin Illit,מודיעין עילית,موديعين عيليت,1996,235,687585e0a76b7bdf46f48153,false,false,true
Mor Farm,mor-farm,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d309ff7d6b96957eaf,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.96878,31.3709,hebron,,West Bank,,,Ferme Mor,Granja Mor,חוות מור,حفات مور,1999,2,687585d309ff7d6b96957eaf,false,false,true
Morag,morag,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d06668ec2d34d1c687,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.28785,31.30886,khan-younis,,Gaza,,,Morag,Morag,מורג,موراج,1972,9,687585d06668ec2d34d1c687,false,false,false
Mul Nevo,mul-nevo,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d5fdba09387dbe29b3,false,false,Mon Jul 14 2025 22:33:57 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.50737,31.82119,jericho,,West Bank,,,Mul Nevo,Mul Nevo,מול נבו,مول نيفو,2001,1,687585d5fdba09387dbe29b3,false,false,true
Na'ale,naale,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d7d77d33b0dfef5b4b,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.06413,31.96305,ramallah,,West Bank,,,Na'ale,Naale,נעלה,نعليه,1988,27,687585d7d77d33b0dfef5b4b,false,false,true
Naama,naama,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dff21f15e661ed2237,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.4679,31.90676,jericho,,West Bank,,,Naama,Naamá,"נעמ""ה",نعما,1982,13,687585dff21f15e661ed2237,false,false,false
Nahaliel,nahaliel,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585de0b05f23bca5d9641,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.13964,31.97427,ramallah,,West Bank,,,Nahaliel,Nahaliel,נחליאל,ناحليئيل,1984,10,687585de0b05f23bca5d9641,false,false,true
Negohot,negohot,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585db61edb27b79602e79,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.97991,31.49406,hebron,,West Bank,,,Negohot,Negohot,נגוהות,نجوهوت,1999,6,687585db61edb27b79602e79,false,false,true
Nerya,nerya,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d7ac491675190f4cb2,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.13542,31.95095,ramallah,,West Bank,,,Nerya,Nerya,נריה,نريا,1991,11,687585d7ac491675190f4cb2,false,false,true
Netiv Hagedud,netiv-hagedud,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dbd6b698d502bd96ed,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:18 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.44468,31.98894,jericho,,West Bank,,,Netiv Hagedud,Netiv Hagdud,נתיב הגדוד,نتيف هجدود,1976,41,687585dbd6b698d502bd96ed,false,false,true
Neve Daniel,neve-daniel,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e0be91bac0265b47e6,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.14375,31.67893,bethlehem,,West Bank,,,Neve Daniel,Nevé Daniel,נווה דניאל,نفي دانئيل,1982,28,687585e0be91bac0265b47e6,false,false,true
Neve Daniel North,neve-daniel-north,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d4c581eb24a4b6ecd5,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.14782,31.69408,bethlehem,,West Bank,,,Neve Daniel Nord,Nevé Daniel Norte,נווה דניאל צפון,نفي دانييل الشمالية,2002,5,687585d4c581eb24a4b6ecd5,false,false,true
Neve Erez,neve-erez,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d22c54671bda3c5b24,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.31127,31.86475,jerusalem,,West Bank,,,Neve Erez,Nevé Erez,נווה ארז,نفي إيرز,2001,19,687585d22c54671bda3c5b24,false,false,true
Neve Halamish,neve-halamish,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585def05adaa66ea3cf58,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.12693,32.00677,ramallah,,West Bank,,,Neve Halamish,Nevé Halamish,חלמיש,نفي حلميش,1977,38,687585def05adaa66ea3cf58,false,false,true
Neve Ya'akov,neve-yaakov,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cf37757aa931f6df44,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.24189,31.83944,east-jerusalem,,West Bank,,,Neve Ya'akov,Nevé Yaakov,נווה יעקב,نفيه يعقوب,1972,126,687585cf37757aa931f6df44,false,false,true
Newe Deqalim,newe-deqalim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d078171d338b0ab11c,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.27636,31.35162,khan-younis,,Gaza,,,Newe Deqalim,Nevé Dkalim,נווה דקלים,نفي دكاليم,1980,38,687585d078171d338b0ab11c,false,false,false
Nezarim,nezarim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d0168d3d18e567658a,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.415,31.47892,gaza,,Gaza,,,Nezarim,Netzarim,נצרים,نتساريم,1972,8,687585d0168d3d18e567658a,false,false,false
Nezer Hazzani,nezer-hazzani,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d14f775a0ff8eb6409,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.32191,31.38086,khan-younis,,Gaza,,,Nezer Hazzani,Netzer Hazani,נצר חזני,نيتسر حزاني,1973,20,687585d14f775a0ff8eb6409,false,false,false
Nili,nili,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dbd73996aa8f495704,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.0478,31.96353,ramallah,,West Bank,,,Nili,Nili,"ניל""י",نيلي,1981,26,687585dbd73996aa8f495704,false,false,true
Niran,niran,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585daae6f83bfcf9a76c6,false,false,Mon Jul 14 2025 22:34:02 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.45603,31.96771,jericho,,West Bank,,,Niran,Niran,נירן,نيران,1977,12,687585daae6f83bfcf9a76c6,false,false,true
Nisanit,nisanit,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d037757aa931f6df74,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.53202,31.56232,north-gaza,,Gaza,,,Nisanit,Nisanit,ניסנית,نيسانيت,1982,39,687585d037757aa931f6df74,false,false,false
Nof Harim,nof-harim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d560626faa170881fe,false,false,Mon Jul 14 2025 22:33:57 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.28007,32.07628,nablus,,West Bank,,,Nof Harim,Nof Harim,נוף הרים,نوف هاريم,1998,31,687585d560626faa170881fe,false,false,true
